,時刻,エリアプライス東京(円/kWh)
0,2021-11-12 0:30:00,14.0
1,2021-11-12 1:00:00,13.31
2,2021-11-12 1:30:00,13.81
3,2021-11-12 2:00:00,13.86
4,2021-11-12 2:30:00,13.88
5,2021-11-12 3:00:00,14.0
6,2021-11-12 3:30:00,14.0
7,2021-11-12 4:00:00,14.0
8,2021-11-12 4:30:00,14.0
9,2021-11-12 5:00:00,16.28
10,2021-11-12 5:30:00,19.32
11,2021-11-12 6:00:00,20.02
12,2021-11-12 6:30:00,20.21
13,2021-11-12 7:00:00,22.87
14,2021-11-12 7:30:00,27.1
15,2021-11-12 8:00:00,22.87
16,2021-11-12 8:30:00,13.66
17,2021-11-12 9:00:00,13.74
18,2021-11-12 9:30:00,12.44
19,2021-11-12 10:00:00,11.0
20,2021-11-12 10:30:00,10.02
21,2021-11-12 11:00:00,10.32
22,2021-11-12 11:30:00,10.33
23,2021-11-12 12:00:00,10.32
24,2021-11-12 12:30:00,11.23
25,2021-11-12 13:00:00,12.12
26,2021-11-12 13:30:00,13.73
27,2021-11-12 14:00:00,13.65
28,2021-11-12 14:30:00,13.76
29,2021-11-12 15:00:00,14.29
30,2021-11-12 15:30:00,15.0
31,2021-11-12 16:00:00,18.75
32,2021-11-12 16:30:00,26.78
33,2021-11-12 17:00:00,50.0
34,2021-11-12 17:30:00,29.99
35,2021-11-12 18:00:00,29.99
36,2021-11-12 18:30:00,22.87
37,2021-11-12 19:00:00,20.37
38,2021-11-12 19:30:00,22.87
39,2021-11-12 20:00:00,21.98
40,2021-11-12 20:30:00,20.0
41,2021-11-12 21:00:00,17.48
42,2021-11-12 21:30:00,13.82
43,2021-11-12 22:00:00,13.76
44,2021-11-12 22:30:00,14.01
45,2021-11-12 23:00:00,14.0
46,2021-11-12 23:30:00,13.79
47,2021-11-13 00:00:00,13.77
